"SYMBOL 
","OPEN 
","HIGH 
","LOW 
","PREV. CLOSE 
","LTP 
","INDICATIVE CLOSE 
","CHNG 
","%CHNG 
","VOLUME 
(shares)","VALUE 
 (₹ Crores)","52W H 
","52W L 
","30 D   %CHNG 
","365 D   %CHNG 
"
"BANKINDIA","146.50","148.49","145.75","144.29","147.95","-","3.66","2.54","97,28,052","143.32","178.36","104.20","-5.26","38.58"
"IGL","156.00","162.50","155.60","155.10","161.60","-","6.50","4.19","89,90,056","142.84","229.00","141.74","2.50","-7.59"
"UPL","643.90","653.75","640.50","642.00","644.80","-","2.80","0.44","21,62,418","139.66","812.20","565.15","2.30","4.97"
"KEI","4,440.30","4,565.00","4,419.40","4,416.90","4,464.90","-","48.00","1.09","3,12,000","139.41","5,303.00","2,570.05","-1.59","71.75"
"NHPC","77.48","78.30","76.62","77.11","77.14","-","0.03","0.04","1,79,50,797","138.74","92.34","71.62","5.61","-8.60"
"ACE","875.00","913.00","865.85","865.85","909.00","-","43.15","4.98","15,21,321","136.26","1,389.00","745.10","5.73","-23.91"
"PREMIERENE","964.00","979.35","956.20","956.45","972.45","-","16.00","1.67","13,87,510","134.62","1,163.90","660.00","30.05","13.85"
"EXIDEIND","312.80","326.45","312.10","311.25","326.00","-","14.75","4.74","41,76,699","134.21","431.00","287.00","2.82","-10.53"
"JBMA","608.00","626.95","606.35","604.95","610.95","-","6.00","0.99","21,68,543","133.68","790.00","477.00","16.98","4.08"
"GODREJCP","1,051.30","1,082.15","1,051.30","1,063.35","1,072.50","-","9.15","0.86","12,36,054","132.92","1,309.00","967.05","-3.52","-13.67"
"IDFCFIRSTB","65.14","66.52","65.14","65.28","66.30","-","1.02","1.56","2,00,96,635","132.72","87.00","57.32","-1.44","11.90"
"GALLANTT","683.45","683.80","648.90","665.50","666.00","-","0.50","0.08","19,64,999","129.93","802.25","391.95","24.36","67.29"
"COROMANDEL","2,197.00","2,197.90","2,134.80","2,146.30","2,152.00","-","5.70","0.27","5,86,766","126.65","2,718.90","1,818.10","3.81","7.35"
"NAVINFLUOR","6,135.00","6,214.50","6,089.50","6,135.00","6,171.00","-","36.00","0.59","2,05,588","126.57","6,965.00","3,842.40","-5.64","55.07"
"INDUSINDBK","818.50","835.45","817.80","814.55","830.00","-","15.45","1.90","15,09,168","125.09","968.85","670.25","-7.64","22.32"
"IDBI","72.61","74.70","72.58","72.10","74.17","-","2.07","2.87","1,66,81,026","123.19","118.38","61.01","-28.00","-5.86"
"GMDCLTD","608.00","614.40","599.00","604.35","602.60","-","-1.75","-0.29","20,13,456","122.23","651.00","261.00","10.06","124.31"
"AUROPHARMA","1,345.00","1,355.00","1,336.80","1,340.40","1,352.00","-","11.60","0.87","9,07,020","122.22","1,363.00","1,016.10","5.14","27.79"
"MAHABANK","70.50","71.45","69.23","70.03","70.50","-","0.47","0.67","1,72,94,214","121.63","77.00","44.75","2.52","55.08"
"INDHOTEL","633.35","644.00","633.35","629.10","643.95","-","14.85","2.36","18,98,558","121.56","853.35","565.00","2.31","-16.17"
"RADICO","2,737.10","2,811.00","2,722.20","2,717.10","2,785.00","-","67.90","2.50","4,25,148","118.31","3,591.90","2,307.55","0.81","20.00"
"IREDA","124.00","126.65","123.12","123.13","123.90","-","0.77","0.63","94,96,589","118.25","186.58","108.65","5.92","-18.28"
"DEVYANI","104.63","112.46","104.06","104.63","108.60","-","3.97","3.79","1,07,36,463","117.59","191.00","91.55","-1.80","-26.17"
"GICRE","391.00","407.80","389.20","389.05","397.00","-","7.95","2.04","29,31,078","117.15","453.80","350.25","8.20","0.51"
"REDINGTON","220.49","228.50","218.30","218.20","221.50","-","3.30","1.51","52,37,742","116.78","334.80","191.31","-14.58","8.20"
"HBLENGINE","727.00","745.90","725.00","722.55","731.60","-","9.05","1.25","15,81,903","116.37","1,122.00","452.00","6.87","53.05"
"KFINTECH","904.00","924.40","900.55","892.25","911.35","-","19.10","2.14","12,67,470","115.48","1,388.50","866.00","-3.53","-11.17"
"360ONE","998.00","1,022.00","992.65","998.10","1,013.00","-","14.90","1.49","11,39,241","115.19","1,273.80","804.30","-4.05","25.29"
"UNOMINDA","1,064.00","1,085.00","1,056.10","1,054.60","1,078.00","-","23.40","2.22","10,69,021","114.71","1,382.00","807.15","-3.28","32.30"
"KIMS","662.05","670.15","660.20","662.00","665.00","-","3.00","0.45","16,91,681","112.78","798.40","572.25","-3.41","11.92"
"ONESOURCE","1,353.00","1,446.00","1,345.00","1,375.70","1,435.00","-","59.30","4.31","7,97,413","112.43","2,248.00","1,057.00","-2.64","-3.43"
"TARIL","280.50","285.75","279.00","277.15","283.10","-","5.95","2.15","39,37,249","111.34","594.00","224.05","-2.04","-45.42"
"OIL","471.95","475.00","467.35","470.75","470.90","-","0.15","0.03","23,52,183","110.87","524.00","336.40","0.07","34.68"
"OFSS","7,279.50","7,279.50","7,093.00","7,217.50","7,242.00","-","24.50","0.34","1,51,932","109.22","9,950.00","6,234.50","6.13","-2.15"
"HSCL","466.00","473.50","460.95","464.80","470.65","-","5.85","1.26","23,31,267","109.11","534.45","405.00","4.26","15.17"
"SCI","240.06","247.72","240.06","238.87","243.91","-","5.04","2.11","44,31,982","108.35","280.50","158.06","-0.55","47.01"
"KPITTECH","723.00","723.00","706.00","716.05","716.60","-","0.55","0.08","15,12,797","108.10","1,434.50","624.90","3.37","-33.55"
"JSWENERGY","494.95","498.00","487.10","489.15","487.95","-","-1.20","-0.25","21,98,727","108.03","557.40","427.75","-0.15","1.17"
"ABDL","473.00","513.20","470.10","466.55","513.20","-","46.65","10.00","21,38,634","108.02","696.80","287.55","7.33","64.09"
"TATACHEM","658.00","708.00","656.00","649.55","704.00","-","54.45","8.38","15,83,617","107.69","1,026.65","580.30","1.73","-13.25"
"BLUESTARCO","1,655.60","1,696.30","1,638.30","1,655.60","1,690.00","-","34.40","2.08","6,42,000","107.45","2,104.50","1,450.00","-10.48","-12.86"
"BLS","291.15","296.48","286.98","286.91","289.50","-","2.59","0.90","36,64,582","106.77","422.00","218.90","14.70","-16.46"
"OBEROIRLTY","1,652.50","1,707.00","1,652.50","1,653.50","1,665.30","-","11.80","0.71","6,31,938","106.40","2,005.00","1,391.20","11.47","11.53"
"IRB","21.50","22.03","21.25","20.89","21.59","-","0.70","3.35","4,84,48,354","104.65","27.14","19.15","2.96","-5.31"
"SYNGENE","399.00","411.80","395.10","393.10","404.80","-","11.70","2.98","25,67,574","103.97","754.85","380.00","-1.10","-41.48"
"BANDHANBNK","165.94","169.86","165.89","165.94","168.00","-","2.06","1.24","60,42,821","101.59","192.48","134.25","-7.82","14.39"
"PETRONET","270.08","274.55","268.35","271.37","270.75","-","-0.62","-0.23","37,50,922","101.51","326.50","235.35","-6.67","-5.53"
"HYUNDAI","1,777.90","1,809.50","1,771.00","1,768.30","1,795.00","-","26.70","1.51","5,58,353","100.35","2,890.00","1,582.55","-14.52","12.71"
"VMM","112.33","114.95","112.33","112.07","114.59","-","2.52","2.25","86,87,571","99.07","157.60","98.77","2.94","11.34"
"KARURVYSYA","279.80","286.75","278.75","277.65","282.70","-","5.05","1.82","34,92,985","98.73","343.45","169.30","-6.27","66.36"
"TATAINVEST","640.00","673.30","640.00","636.85","671.10","-","34.25","5.38","14,45,388","94.96","1,184.70","538.85","6.60","10.96"
"MANAPPURAM","264.95","268.40","263.75","262.95","267.10","-","4.15","1.58","35,35,506","94.17","321.60","221.76","2.02","18.75"
"FIRSTCRY","245.00","252.78","242.27","242.84","244.30","-","1.46","0.60","37,94,866","93.75","438.70","207.05","11.90","-22.93"
"DABUR","425.00","437.80","424.75","429.40","437.00","-","7.60","1.77","21,66,631","93.63","577.00","403.35","-9.13","-6.07"
"ANANTRAJ","480.00","493.85","479.90","476.75","490.00","-","13.25","2.78","19,12,472","93.31","743.65","403.00","0.96","17.96"
"SUPREMEIND","3,771.90","3,824.90","3,750.50","3,771.90","3,801.00","-","29.10","0.77","2,42,366","91.89","4,739.00","3,105.40","-3.39","21.31"
"HAVELLS","1,267.70","1,284.00","1,258.30","1,257.00","1,281.00","-","24.00","1.91","6,98,587","89.12","1,673.80","1,142.50","-5.67","-12.84"
"ZENTEC","1,547.70","1,573.00","1,533.20","1,533.20","1,533.20","-","-","-","5,70,532","88.69","2,268.00","1,223.00","6.67","5.82"
"TATAELXSI","4,490.00","4,490.00","4,375.00","4,452.00","4,448.00","-","-4.00","-0.09","2,00,289","88.67","6,735.00","3,966.20","2.10","-6.47"
"DELHIVERY","473.05","474.95","467.00","469.85","469.35","-","-0.50","-0.11","18,62,603","87.65","490.00","239.55","10.21","92.87"
"TTML","40.86","44.73","40.50","40.41","41.87","-","1.46","3.61","2,04,12,467","87.59","81.12","31.22","6.49","-24.01"
"NTPCGREEN","96.90","97.85","96.43","96.15","97.26","-","1.11","1.15","89,12,552","86.55","117.64","84.00","12.17","2.33"
"SYRMA","858.00","879.00","850.85","847.40","870.00","-","22.60","2.67","9,95,381","86.41","909.90","421.45","14.31","100.83"
"SAPPHIRE","160.60","176.40","160.60","161.95","171.00","-","9.05","5.59","49,31,452","84.78","368.00","139.91","-1.25","-41.64"
"THERMAX","3,535.10","3,665.00","3,530.00","3,535.10","3,658.00","-","122.90","3.48","2,33,965","84.60","4,091.80","2,742.70","15.29","19.06"
"CONCORDBIO","1,063.10","1,090.00","1,053.70","1,054.70","1,060.70","-","6.00","0.57","7,91,071","84.51","2,150.40","987.00","-11.40","-33.93"
"COLPAL","1,925.80","1,942.10","1,903.90","1,906.70","1,938.80","-","32.10","1.68","4,34,312","83.85","2,747.40","1,782.00","-11.80","-22.70"
"NBCC","88.26","90.20","88.25","87.83","89.15","-","1.32","1.50","93,62,242","83.59","130.70","77.18","2.42","2.46"
"NYKAA","257.48","260.44","255.61","254.93","259.45","-","4.52","1.77","32,13,459","83.12","285.60","172.39","1.03","46.58"
"M&MFIN","300.00","304.90","295.85","296.10","302.20","-","6.10","2.06","27,63,175","83.02","412.20","235.73","-16.22","20.83"
"ENRIN","2,789.70","2,855.40","2,780.00","2,767.70","2,821.40","-","53.70","1.94","2,94,848","83.01","3,625.00","2,115.00","-4.61","-"
"CONCOR","485.70","490.85","479.20","482.25","484.00","-","1.75","0.36","17,14,106","83.00","652.04","421.45","2.37","-11.70"
"IFCI","57.00","57.70","56.81","56.03","57.18","-","1.15","2.05","1,44,89,797","82.90","74.50","38.15","6.66","43.49"
"MOTILALOFS","770.00","782.00","769.00","761.15","782.00","-","20.85","2.74","10,68,086","82.76","1,097.10","565.15","9.23","35.92"
"MRPL","176.30","179.71","172.63","176.24","174.69","-","-1.55","-0.88","46,69,479","82.13","212.31","120.00","-9.77","32.10"
"APLAPOLLO","2,049.70","2,072.00","2,016.00","2,040.30","2,065.10","-","24.80","1.22","3,99,118","81.70","2,301.40","1,437.90","-1.69","40.06"
"ITCHOTELS","152.90","155.75","151.47","151.37","155.28","-","3.91","2.58","51,31,613","79.18","261.62","137.30","-5.25","-19.14"
"ENGINERSIN","210.01","215.20","209.80","208.59","213.75","-","5.16","2.47","37,08,775","79.16","255.45","158.51","6.90","34.54"
"ABFRL","58.80","61.39","58.70","58.43","60.38","-","1.95","3.34","1,29,85,011","78.13","295.70","53.51","-2.17","-75.49"
"AWL","178.00","184.86","177.81","177.10","182.05","-","4.95","2.80","42,84,850","78.00","291.20","171.19","1.70","-33.00"
"LGEINDIA","1,440.20","1,484.90","1,434.70","1,430.20","1,468.00","-","37.80","2.64","5,29,632","77.81","1,749.00","1,304.10","-6.68","-"
"ICICIGI","1,772.10","1,802.00","1,770.10","1,768.60","1,786.20","-","17.60","1.00","4,29,790","76.86","2,068.70","1,629.50","-5.46","-0.02"
"PINELABS","171.78","179.30","168.86","170.12","176.57","-","6.45","3.79","44,26,903","76.74","284.00","151.12","2.50","-"
"HONASA","333.95","348.70","328.85","332.35","346.80","-","14.45","4.35","22,37,320","75.95","348.70","215.90","19.98","58.46"
"NEULANDLAB","14,723.00","15,094.00","14,613.00","14,723.00","14,950.00","-","227.00","1.54","50,731","75.56","19,747.00","10,578.00","18.68","36.41"
"KIRLOSENG","1,465.10","1,495.00","1,443.30","1,457.90","1,475.00","-","17.10","1.17","5,14,787","75.55","1,530.00","664.05","2.63","110.28"
"NATCOPHARM","1,125.00","1,134.85","1,100.00","1,123.70","1,104.00","-","-19.70","-1.75","6,62,719","73.79","1,134.85","741.05","6.24","47.89"
"MINDACORP","516.90","521.00","510.00","514.40","513.00","-","-1.40","-0.27","14,13,516","72.79","619.95","445.05","1.17","7.91"
"CROMPTON","239.60","242.75","237.34","237.90","241.90","-","4.00","1.68","29,95,165","72.11","362.75","217.40","-1.37","-26.43"
"BIOCON","347.00","350.50","346.10","345.70","348.40","-","2.70","0.78","20,64,193","71.97","424.95","305.00","-11.98","13.74"
"SUNDARMFIN","4,925.80","4,991.90","4,851.00","4,895.20","4,938.00","-","42.80","0.87","1,45,908","71.73","5,642.00","4,200.00","-9.51","3.88"
"ACUTAAS","2,350.00","2,394.00","2,313.10","2,322.10","2,361.80","-","39.70","1.71","2,96,389","70.02","2,634.80","1,040.50","6.01","10.74"
"KEC","578.20","584.85","572.00","578.20","573.70","-","-4.50","-0.78","12,10,620","69.82","947.00","501.05","6.46","-12.81"
"APTUS","220.40","224.47","218.90","217.83","223.71","-","5.88","2.70","30,41,628","67.64","364.00","193.03","-3.58","-25.36"
"IRCTC","533.90","545.75","533.25","531.55","543.05","-","11.50","2.16","12,42,295","67.34","820.25","492.65","-0.89","-24.07"
"JWL","270.10","274.40","266.44","268.91","268.00","-","-0.91","-0.34","24,84,984","67.25","457.00","235.65","-6.28","-25.85"
"JBCHEPHARM","1,988.80","2,009.00","1,968.40","1,970.20","2,000.90","-","30.70","1.56","3,36,850","66.91","2,195.00","1,494.80","-5.50","29.72"
"INOXWIND","85.61","87.80","85.60","85.39","87.00","-","1.61","1.89","76,32,950","66.35","199.01","75.05","4.91","-37.75"
"ABSLAMC","974.90","1,010.85","958.95","967.75","1,003.00","-","35.25","3.64","6,63,943","65.85","1,046.55","593.85","2.79","61.80"
"LTTS","3,382.50","3,478.70","3,355.10","3,333.20","3,435.00","-","101.80","3.05","1,90,179","65.33","4,726.00","3,010.00","9.02","-16.01"
"BAJAJHFL","84.05","86.50","84.02","83.89","85.99","-","2.10","2.50","74,55,011","64.04","136.96","72.65","1.64","-27.28"
"MANKIND","2,064.10","2,085.80","2,047.00","2,054.20","2,084.00","-","29.80","1.45","3,07,517","63.74","2,716.50","1,909.70","-6.87","-9.94"
"LLOYDSME","1,494.00","1,510.00","1,485.70","1,487.00","1,510.00","-","23.00","1.55","4,19,487","62.96","1,612.00","1,042.90","28.97","31.13"
"SAGILITY","42.99","43.25","42.00","42.72","42.20","-","-0.52","-1.22","1,48,10,797","62.95","57.89","35.83","8.15","11.08"
"CUB","253.44","258.03","253.44","252.47","257.69","-","5.22","2.07","24,18,067","62.00","324.10","157.56","2.50","61.28"
"FORTIS","854.00","859.35","845.60","850.05","848.00","-","-2.05","-0.24","7,25,996","61.84","1,104.30","635.20","-3.83","29.66"
"TIINDIA","2,734.00","2,798.50","2,720.20","2,743.30","2,736.00","-","-7.30","-0.27","2,23,968","61.74","3,419.90","2,164.90","3.48","9.44"
"CHOICEIN","689.85","712.70","688.50","686.15","701.00","-","14.85","2.16","8,74,843","61.53","860.50","493.15","4.95","38.89"
"IRCON","134.60","139.40","134.11","133.43","136.88","-","3.45","2.59","44,62,418","61.24","225.52","114.50","-2.35","-6.05"
"WOCKPHARMA","1,374.00","1,384.00","1,334.40","1,369.70","1,344.00","-","-25.70","-1.88","4,50,381","60.99","1,868.80","1,086.70","1.25","11.98"
"JSL","764.00","784.90","762.00","757.10","782.00","-","24.90","3.29","7,87,124","60.91","884.00","504.00","8.39","52.56"
"TATACOMM","1,472.40","1,518.90","1,470.00","1,471.00","1,510.00","-","39.00","2.65","4,04,524","60.67","2,004.00","1,322.50","2.26","-2.41"
"SBFC","88.65","94.85","88.16","87.98","92.60","-","4.62","5.25","65,03,671","60.50","123.00","79.60","-0.61","6.55"
"SCHAEFFLER","3,900.00","3,948.10","3,850.00","3,846.10","3,900.00","-","53.90","1.40","1,54,179","60.19","4,467.70","2,975.00","-6.35","30.73"
"LEMONTREE","113.98","117.24","113.30","113.45","114.50","-","1.05","0.93","52,19,581","60.03","180.68","99.61","6.03","-16.30"
"RAILTEL","284.95","294.20","282.94","282.41","287.90","-","5.49","1.94","20,54,688","59.57","478.95","245.00","-0.17","1.05"
"HEG","564.75","566.70","557.25","559.30","559.90","-","0.60","0.11","10,37,539","58.22","672.00","416.05","7.41","25.95"
"KPRMILL","859.75","906.95","856.20","859.75","878.00","-","18.25","2.12","6,43,271","57.02","1,389.00","796.10","5.43","-5.11"
"IIFL","448.00","457.00","445.00","443.20","455.90","-","12.70","2.87","12,40,843","56.04","675.00","306.00","-7.22","40.23"
"ZYDUSLIFE","907.05","917.00","900.00","902.25","915.90","-","13.65","1.51","6,14,336","56.00","1,059.05","813.00","-0.78","8.47"
"CAMS","708.00","719.75","704.60","699.05","717.20","-","18.15","2.60","7,78,688","55.57","875.00","611.40","6.87","-0.12"
"JSWINFRA","259.00","267.00","258.45","256.70","265.81","-","9.11","3.55","21,02,992","55.41","349.00","233.42","1.11","-8.66"
"ECLERX","1,499.60","1,510.00","1,477.60","1,495.90","1,497.00","-","1.10","0.07","3,65,816","54.76","2,497.50","1,176.65","-4.66","24.02"
"GPIL","287.50","290.75","286.00","285.15","290.25","-","5.10","1.79","18,79,413","54.25","296.00","170.10","14.36","58.95"
"BALKRISIND","2,247.00","2,291.00","2,232.10","2,220.90","2,262.00","-","41.10","1.85","2,38,026","54.05","2,817.50","2,015.40","0.87","-0.82"
"LICHSGFIN","533.00","538.45","529.10","532.30","531.95","-","-0.35","-0.07","10,06,830","53.60","646.50","458.90","3.80","-4.39"
"PATANJALI","462.50","468.90","460.80","459.70","466.15","-","6.45","1.40","11,35,929","52.83","670.33","454.00","-6.79","-22.81"
"CARTRADE","1,830.70","1,880.10","1,791.10","1,816.20","1,831.10","-","14.90","0.82","2,87,390","52.80","3,290.50","1,362.50","3.96","32.12"
"NCC","149.09","154.51","148.51","147.95","153.00","-","5.05","3.41","33,95,640","51.71","242.15","130.00","5.50","-26.05"
"JKTYRE","425.00","435.85","423.70","421.10","432.70","-","11.60","2.75","11,88,411","51.23","611.90","265.45","-3.30","58.99"
"NEWGEN","459.80","463.00","444.45","457.20","449.50","-","-7.70","-1.68","11,31,130","51.08","1,377.15","401.05","-3.82","-48.70"
"PARADEEP","120.17","123.30","119.84","119.35","121.39","-","2.04","1.71","41,40,367","50.45","234.39","99.70","12.28","3.88"
"IEX","130.00","131.40","129.00","129.69","130.12","-","0.43","0.33","37,17,367","48.37","215.40","114.60","7.42","-26.65"
"ARE&M","745.00","753.00","739.35","740.15","742.50","-","2.35","0.32","6,46,956","48.20","1,094.00","670.00","-5.96","-23.34"
"ICICIPRULI","549.40","552.85","540.90","541.95","546.15","-","4.20","0.77","8,70,880","47.61","706.80","491.45","-9.22","-3.99"
"LALPATHLAB","1,409.90","1,416.20","1,389.00","1,395.20","1,399.80","-","4.60","0.33","3,37,894","47.52","1,770.00","1,253.00","1.57","4.94"
"MGL","1,042.00","1,090.80","1,039.65","1,040.25","1,073.00","-","32.75","3.15","4,37,328","46.81","1,586.90","900.00","2.79","-13.79"
"HUDCO","182.79","186.57","182.79","181.93","184.29","-","2.36","1.30","25,16,656","46.47","253.73","159.00","2.55","-13.42"
"TORNTPOWER","1,465.00","1,482.40","1,450.10","1,446.00","1,477.70","-","31.70","2.19","3,15,205","46.24","1,640.00","1,188.00","1.81","-3.48"
"APOLLOTYRE","440.35","446.00","435.50","440.35","439.00","-","-1.35","-0.31","10,52,640","46.20","540.50","392.05","0.27","7.65"
"WELCORP","955.00","967.00","948.20","949.65","955.45","-","5.80","0.61","4,68,258","44.96","994.00","710.00","17.77","27.22"
"PIIND","2,892.70","2,964.70","2,892.70","2,880.70","2,946.00","-","65.30","2.27","1,52,419","44.85","4,330.00","2,700.00","-4.46","-10.59"
"INDIAMART","2,103.00","2,118.70","2,083.90","2,100.20","2,100.00","-","-0.20","-0.01","2,10,513","44.30","2,799.00","1,925.60","-3.65","5.33"
"BRIGADE","704.60","728.85","704.60","701.05","724.00","-","22.95","3.27","6,07,038","43.67","1,332.00","601.00","7.83","-20.38"
"JYOTICNC","819.95","845.00","811.10","808.00","817.50","-","9.50","1.18","5,27,130","43.66","1,330.00","686.75","4.70","-15.54"
"ALKEM","5,390.00","5,451.50","5,353.50","5,370.50","5,431.00","-","60.50","1.13","80,490","43.64","5,933.50","4,716.20","-3.30","12.24"
"JKCEMENT","5,545.00","5,755.00","5,545.00","5,539.00","5,732.00","-","193.00","3.48","76,945","43.59","7,565.50","4,822.50","13.05","17.34"
"DEEPAKNTR","1,427.20","1,503.50","1,425.60","1,423.00","1,463.20","-","40.20","2.83","2,94,708","43.49","2,174.00","1,280.00","-1.81","-19.04"
"ELECON","430.00","435.50","414.50","425.85","421.50","-","-4.35","-1.02","10,24,193","43.32","716.25","352.00","4.86","1.68"
"TITAGARH","714.90","720.00","706.80","708.60","712.95","-","4.35","0.61","6,04,947","43.18","974.35","568.70","7.47","-3.18"
"BAJAJHLDNG","9,990.00","10,118.50","9,924.00","9,912.50","10,024.50","-","112.00","1.13","42,980","43.04","14,763.00","8,588.00","-2.57","-9.63"
"JMFINANCIL","132.00","134.85","131.20","130.32","134.04","-","3.72","2.85","32,09,291","42.99","199.80","89.40","10.73","46.28"
"FIVESTAR","425.00","435.95","421.00","423.30","425.85","-","2.55","0.60","9,93,582","42.77","850.00","338.15","9.78","-39.01"
"EMCURE","1,614.60","1,660.90","1,590.10","1,604.90","1,593.00","-","-11.90","-0.74","2,62,196","42.72","1,671.80","900.00","1.61","75.91"
"SBICARD","671.90","686.45","670.55","668.90","677.95","-","9.05","1.35","6,26,065","42.58","1,027.25","615.50","-5.33","-19.92"
"JINDALSAW","202.35","206.44","201.25","202.31","204.30","-","1.99","0.98","20,65,246","42.32","273.90","153.00","23.18","-16.71"
"GRANULES","636.20","647.30","628.65","635.50","631.95","-","-3.55","-0.56","6,60,503","42.13","650.00","422.00","8.71","46.59"
"DALBHARAT","1,900.00","1,975.20","1,900.00","1,910.60","1,960.00","-","49.40","2.59","2,14,635","41.93","2,496.30","1,717.30","6.00","7.34"
"BSOFT","377.00","380.00","364.70","373.35","366.45","-","-6.90","-1.85","11,31,840","41.88","474.00","325.00","-4.83","2.73"
"PIRAMALFIN","1,723.00","1,778.90","1,723.00","1,719.00","1,745.00","-","26.00","1.51","2,37,425","41.69","1,954.50","1,260.00","-2.10","-"
"IKS","1,498.00","1,557.00","1,455.50","1,477.30","1,529.00","-","51.70","3.50","2,74,103","41.39","1,876.00","1,262.00","9.50","14.70"
"DEEPAKFERT","1,069.90","1,091.80","1,063.45","1,058.25","1,089.20","-","30.95","2.92","3,81,821","41.38","1,778.60","866.40","11.15","-5.99"
"JAINREC","427.00","431.60","421.30","422.50","426.80","-","4.30","1.02","9,56,993","40.78","476.90","247.57","0.95","-"
"NSLNISP","41.00","42.27","40.81","40.81","41.85","-","1.04","2.55","97,08,824","40.61","49.65","32.93","11.18","23.89"
"TATATECH","564.70","569.70","557.40","558.90","566.25","-","7.35","1.32","7,20,167","40.61","797.00","507.40","-0.31","-7.65"
"GESHIP","1,391.20","1,402.00","1,366.70","1,391.20","1,378.00","-","-13.20","-0.95","2,89,597","39.98","1,509.00","845.00","-0.94","60.16"
"GRAPHITE","643.90","649.80","636.00","638.35","640.00","-","1.65","0.26","6,08,959","39.07","747.00","432.00","0.62","43.30"
"J&KBANK","123.00","124.64","122.00","121.57","123.11","-","1.54","1.27","31,26,707","38.54","128.48","87.30","1.87","34.68"
"GRAVITA","1,524.90","1,562.90","1,516.80","1,508.00","1,561.00","-","53.00","3.51","2,49,091","38.52","2,170.00","1,266.90","3.40","-2.01"
"CYIENT","896.20","917.00","884.25","890.20","903.20","-","13.00","1.46","4,06,807","36.79","1,376.00","750.30","-0.51","-21.40"
"VTL","549.85","566.00","549.15","549.85","559.50","-","9.65","1.76","6,44,848","36.09","566.00","383.70","3.36","28.16"
"CEATLTD","3,565.40","3,662.00","3,550.00","3,544.00","3,643.00","-","99.00","2.79","98,830","35.87","4,438.00","2,659.00","6.99","36.08"
"AAVAS","1,233.60","1,247.00","1,224.10","1,220.50","1,243.00","-","22.50","1.84","2,85,659","35.28","2,234.00","1,060.40","1.88","-39.18"
"PNBHOUSING","865.00","884.25","859.90","862.95","866.40","-","3.45","0.40","4,03,724","35.16","1,141.90","729.60","9.49","-6.15"
"PWL","102.05","103.71","100.57","101.29","101.50","-","0.21","0.21","34,39,054","35.05","161.99","77.72","21.83","-"
"GABRIEL","920.00","942.55","915.95","907.20","930.90","-","23.70","2.61","3,75,786","35.01","1,388.00","513.20","3.44","79.49"
"ESCORTS","3,165.00","3,218.70","3,150.00","3,127.20","3,195.00","-","67.80","2.17","1,09,121","34.86","4,180.00","2,710.10","-4.02","2.12"
"CHOLAHLDNG","1,584.90","1,627.70","1,580.10","1,581.20","1,593.00","-","11.80","0.75","2,15,767","34.57","2,231.60","1,305.00","1.28","-3.33"
"AFFLE","1,413.80","1,419.00","1,395.70","1,396.00","1,400.00","-","4.00","0.29","2,46,048","34.54","2,185.90","1,251.30","0.10","-0.12"
"PPLPHARMA","143.65","147.19","143.25","142.95","146.10","-","3.15","2.20","23,66,991","34.52","228.45","132.30","-5.97","-29.88"
"NLCINDIA","270.00","273.35","266.15","268.80","267.00","-","-1.80","-0.67","12,83,539","34.49","292.20","212.85","8.91","18.67"
"FACT","861.00","868.00","851.25","860.95","854.10","-","-6.85","-0.80","3,95,633","33.99","1,112.00","592.00","7.50","43.10"
"PTCIL","15,447.00","15,922.00","15,355.00","15,436.00","15,400.00","-","-36.00","-0.23","21,288","33.34","19,387.00","11,902.00","-12.78","16.92"
"BEML","1,611.00","1,655.00","1,609.50","1,602.70","1,625.80","-","23.10","1.44","2,02,768","33.08","2,437.40","1,355.00","0.94","8.80"
"LINDEINDIA","7,220.00","7,370.00","7,165.00","7,183.50","7,189.00","-","5.50","0.08","45,500","33.00","7,870.00","5,673.00","8.21","21.97"
"ELGIEQUIP","499.60","517.55","499.60","499.60","513.35","-","13.75","2.75","6,15,458","31.55","608.40","401.00","-0.94","27.64"
"ANTHEM","720.95","749.00","720.95","720.25","746.00","-","25.75","3.58","4,19,527","30.96","873.50","579.15","11.32","-"
"AARTIIND","425.00","432.00","422.25","421.55","424.00","-","2.45","0.58","7,23,908","30.81","495.00","338.05","-0.80","18.52"
"BLUEJET","376.90","406.85","372.00","369.90","406.85","-","36.95","9.99","7,70,124","30.45","1,027.80","325.00","8.18","-35.01"
"TATACAP","326.05","329.10","325.00","326.15","328.00","-","1.85","0.57","9,25,839","30.25","367.30","300.15","1.96","-"
"ASTERDM","674.50","683.35","668.00","668.10","682.00","-","13.90","2.08","4,42,593","29.93","732.20","477.50","2.48","38.41"
"SJVN","71.07","72.68","71.07","70.68","72.00","-","1.32","1.87","40,74,194","29.41","107.50","63.02","3.06","-20.03"
"CARBORUNIV","858.90","920.95","858.85","855.25","892.00","-","36.75","4.30","3,28,309","29.22","1,087.50","735.20","11.74","-5.16"
"HOMEFIRST","1,070.00","1,111.80","1,055.05","1,059.80","1,084.65","-","24.85","2.34","2,65,336","28.98","1,519.00","893.70","0.59","3.44"
"RAMCOCEM","987.00","1,003.65","982.05","980.30","993.00","-","12.70","1.30","2,89,528","28.89","1,214.50","860.10","-1.06","5.51"
